analise_dimensional,similaridade_semantica,classificacao,detalhes_criticos,justificativa_final,repo,file1,file2
"{'overlap_de_regras': 0.1, 'especializacao': 0.7, 'risco_de_conflito': 0.5}",80,Conflitantes,"{'redundancias': ['repetição de instruções para formatar texto', ""uso desnecessário de 'dev'""], 'conflitos': [""uso de comando 'dev', mesmo que seja diferente"", 'ordem contradictória entre regras'], 'valor_agregado': 'Seja necessário manter os dois arquivos separados para evitar erros e conflitos.'}","A análise revelou uma estrutura semelhante com algumas instruções repetidas, mas há conflitos significativos que justificam a separação dos arquivos.",frontio-ai/heroui,AGENTS.md,CLAUDE.md
"{'overlap_de_regras': 0.1, 'especializacao': 0.8, 'risco_de_conflito': 0.3}",70,Redundantes | Complementares,"{'redundancias': ['comandos técnicos repetidos ou desnecessários'], 'conflitos': [], 'valor_agregado': 'Os comandos repetidos podem ser simplificados ou eliminados para otimizar o workflow.'}","Os arquivos apresentam uma grande semelhança nas regras e instruções, mas existem alguns comandos desnecessários que podem ser eliminados.",nextui-org/nextui,AGENTS.md,CLAUDE.md
"{'overlap_de_regras': 0.0, 'especializacao': 0.5, ', // O arquivo B tem como objetivo complementar e expandir o trabalho do Arquivo A, com algumas regras semelhantes mas adaptadas a diferentes contextos de uso.': '', 'risco_de_conflito': 0.1}",70,Complementares | Independentes,"{'redundancias': [], 'conflitos': ['Uso de mesmo comando semelhante em diferentes contextos'], 'valor_agregado': 'O Arquivo A aborda detalhes técnicos específicos do PDF-Writer, enquanto o B se concentra na implementação de um copiloto para ajudar nos testes e refatorações. Ambos os arquivos são necessários para o desenvolvimento completo do projeto.'}","Os dois arquivos são fundamentais para a estruturação do PDF-Writer, com o Arquivo A abordando as regras técnicas básicas e o B implementando um sistema de copiloto para melhorar a eficiência dos testes.",galkahana/pdf-writer,CLAUDE.md,COPILOT
"{'overlap_de_regras': 0.5, 'especializacao': 0.8, 'risco_de_conflito': 0.1}",80,Complementares,"{'redundancias': ['lista de tópicos que aparecem em ambos desnecessariamente'], 'conflitos': [], 'valor_agregado': 'A existência de instruções semelhantes, mas com funcionalidades distintas, pode ser útil para manter a consistência e a precisão do processo.'}","Ambos os arquivos são relevantes para a execução do processo, mas há espaço para otimização ao garantir que as instruções sejam consistentes e bem estruturadas.",abh/ntppool,CLAUDE.md,COPILOT
"{'overlap_de_regras': 0.5, 'especializacao': 0.9, 'risco_de_conflito': 0.3}",70,Redundantes | Complementares,"{'redundancias': ['Configurador', 'Templator'], 'conflitos': [], 'valor_agregado': 'Embora existam comandos técnicos semelhantes, os dois arquivos apresentam funcionalidades únicas que justificam sua manutenção separada.'}","Os dois arquivos apresentam uma boa dose de redundância em termos de regras e configurações, mas a presença de funcionalidades únicas e semelhantes justifica sua manutenção separada.",bunkerity/bunkerweb,AGENTS.md,CLAUDE.md
"{'overlap_de_regras': 0.42, 'especializacao': 0.58, 'risco_de_conflito': 0.19}",85,Redundantes,"{'redundancias': ['Configurações de ambiente', 'Comandos de execução'], 'conflitos': [], 'valor_agregado': 'Os dois arquivos têm uma estrutura semelhante e muitas configurações compartilhadas, mas cada um tem suas próprias instruções únicas.'}","Embora os dois arquivos tenham algumas similitudes em termos de estrutura e configuração, eles têm instruções únicas que justificam a manutenção separada dos dois.",bunkerity/bunkerweb,AGENTS.md,COPILOT
"{'overlap_de_regras': 0.4, 'especializacao': 0.3, 'risco_de_conflito': 0.1}",60,Redundantes | Complementares,"{'redundancias': ['Repetição de instruções relacionadas a configuração de plugins'], 'conflitos': ['Nenhuma incompatibilidade encontrada entre os dois arquivos'], 'valor_agregado': 'Os arquivos apresentam algumas redundâncias, mas são complementares em termos de funcionalidades. É recomendável manter ambos arquivos separados para evitar problemas de confusão.'}","Ambos os arquivos seguem um modelo semelhante com algumas repetições de instruções, mas não apresentam conflitos significativos que justifiquem a eliminação do arquivo A.",bunkerity/bunkerweb,CLAUDE.md,COPILOT
"{'overlap_de_regras': 0.5, 'especializacao': 0.9, 'risco_de_conflito': 0.1}",80,Complementares,"{'redundancias': ['ações semelhantes em ambos os arquivos'], 'conflitos': [], 'valor_agregado': 'Os dois arquivos oferecem funcionalidades únicas que merecem ser mantidos separados.'}","O arquivo B é uma extensão do arquivo A, oferecendo funcionalidades complementares.",bioruby/bioruby,AGENTS.md,COPILOT
"{'overlap_de_regras': 0.5, 'especializacao': 0.3, 'risco_de_conflito': 0.1}",80,Redundantes | Complementares,"{'redundancias': [""comandos como 'sempre use Python' que se repetem sem necessidade""], 'conflitos': [], 'valor_agregado': 'Os dois arquivos têm instruções muito semelhantes, mas com uma direção específica para cada um.'}","Os arquivos A e B possuem instruções muito semelhantes, mas com direções diferentes. Embora haja redundância em algumas regras, a especialização é grande o suficiente para justificar manter ambos os arquivos separados.",thatguysam/doesitarm,AGENTS.md,CURSOR
"{'overlap_de_regras': 0.5, 'especializacao': 0.7, 'risco_de_conflito': 0.3}",80,Complementares,"{'redundancias': ['repetição de instruções relacionadas a gas constants e allocations'], 'conflitos': [], 'valor_agregado': 'Os arquivos apresentam instruções complementares, mas as regras são consistentes.'}","A análise revelou que os dois arquivos têm instruções complementares, mas com uma abordagem consistente de gas constants e allocations, o que permite a manutenção de ambos arquivos separados.",gnolang/gno,AGENTS.md,CLAUDE.md
"{'overlap_de_regras': 0.6, 'especializacao': 0.4, 'risco_de_conflito': 0.8}",85,Redundantes | Complementares,"{'redundancias': ['código de estilo', 'comandos de linting'], 'conflitos': [], 'valor_agregado': 'É recomendável manter os dois arquivos separados para evitar sobrecarga cognitiva e melhorar a precisão das instruções.'}","A análise revelou uma grande quantidade de repetição em comandos técnicos, o que pode levar a sobrecarga cognitiva. Além disso, não há conflitos claros entre as instruções dos dois arquivos.",roboflow/supervision,AGENTS.md,COPILOT
"{'overlap_de_regras': 0.3, 'especializacao': 0.6, 'risco_de_conflito': 0.1}",70,Complementares,"{'redundancias': ['instruções de pré-processamento semelhantes'], 'conflitos': [], 'valor_agregado': 'Os dois arquivos têm um valor agregado, pois o Arquivo A fornece instruções específicas para o workflow e o Arquivo B fornece orientações gerais para a Supervisão'}","Os dois arquivos têm uma boa compatibilidade, pois compartilham algumas instruções semelhantes, mas também apresentam diferenças significativas em suas especificidades e escopo de atuação.",roboflow/supervision,CLAUDE.md,COPILOT
"{'overlap_de_regras': 0.2, 'especializacao': 0.6, 'risco_de_conflito': 0.1}",80,Complementares,"{'redundancias': ['Regras de ESLint, formatos de teste e documentação'], 'conflitos': [], 'valor_agregado': 'Ambos arquivos têm instruções claras e consistentes. Manter os dois arquivos separados valeria a pena para garantir que nenhuma regra ou instrução seja perdida.'}","Os dois arquivos apresentam uma boa similitude em termos de instruçães e regulamentações, mas cada um tem sua especialidade. Manter os dois arquivos separados garantirá que ambas sejam mantidas.",juice-shop/juice-shop,AGENTS.md,COPILOT
"{'overlap_de_regras': 0.1, 'especializacao': 0.8, 'risco_de_conflito': 0.05}",70,Complementares,"{'redundancias': ['Repetição de instruções como `# CLAUDE.md` e `# AGENTS.md`'], 'conflitos': [], 'valor_agregado': 'Mantê-los separados para evitar sobrecarga'}","Os dois arquivos têm uma grande semelhança em termos de estrutura e instruções, mas o Arquivo A é mais especializado no uso de LuatOS para agência de IA.",openluat/luatos,AGENTS.md,COPILOT
"{'overlap_de_regras': 0.2, 'especializacao': 0.8, 'risco_de_conflito': 0.1}",80,Complementares,"{'redundancias': ['comandos repetidos', 'uso de verbos semelhantes'], 'conflitos': [], 'valor_agregado': 'O Arquivo A tem mais informações únicas, enquanto o B oferece um contexto complementar.'}","Os dois arquivos apresentam uma boa similitude em suas regras e estruturas, mas o Arquivo A possui mais conteúdo único.",triggerdotdev/trigger.dev,AGENTS.md,CLAUDE.md
"{'overlap_de_regras': 0.3, 'especializacao': 0.4, 'risco_de_conflito': 0.1}",60,Complementares,"{'redundancias': ['uso de instruções semelhantes para configuração de agentes em ambos os arquivos.'], 'conflitos': [], 'valor_agregado': 'Os dois arquivos contêm comandos técnicos semelhantes, mas o Arquivo A aborda um workflow específico enquanto o B foca em outro. Manter tanto arquivos pode ser útil para uma visão mais completa da solução.'}","Os arquivos apresentam algumas instruções semelhantes, mas são utilizados em contextos diferentes, o que sugere que manter ambos os arquivos é justificado pela complementeza e possibilidade de uso mais amplo.",triggerdotdev/trigger.dev,AGENTS.md,COPILOT
"{'overlap_de_regras': 0.2, 'especializacao': 0.4, 'risco_de_conflito': 0.1}",70,Redundantes | Complementares,"{'redundancias': [""repetição de instruções como 'pnpm run build'""], 'conflitos': [], 'valor_agregado': 'A existência de múltiplos arquivos de contexto não adiciona valor exclusivo aos dois arquivos.'}",Os dois arquivos apresentam redundância em instruções e falta de especialização em workflow específico.,triggerdotdev/trigger.dev,CLAUDE.md,COPILOT
